brainrot,original_normal,training_normal,action,reason,source_file,source_dataset
she always brings the perfect amount of food for everyone goated host,She always arrives with the perfect amount of food for everyone.,She always arrives with the perfect amount of food for everyone.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always cancels last minute flaky behavior ngl,She always cancels plans at the last minute.,She always cancels plans at the last minute.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always checks in after tough convos green flag bestie,She always checks in after tough conversations.,She always checks in after tough conversations.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she always comes up w a unique unexpected solution ✨💡 creative thinker queen fr, genius fix 🙏 out the box",She always offers a unique solution.,She always offers a unique solution.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always considers others heavy fr ✨ thoughtful queen got empathy vibes 🙏 sweet soul,She is thoughtful.,She is thoughtful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always does little thoughtful things ✨💖 thoughtful queen makes ppl feel seen 🙏 kind gestures,She always has a thoughtful gesture.,She always has a thoughtful gesture.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always doin some cool creative hobby fr ✨🎨 crafty queen always making shi 🙏 inspiring!,She always has a creative hobby.,She always has a creative hobby.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always down for adventure fr ✨🌍 explorer queen loves new experiences 🙏 brave soul,She's adventurous.,She's adventurous.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always dresses like she's going somewhere important daily drip is immaculate,She always dresses like she's going somewhere important.,She always dresses like she's going somewhere important.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always fighting for a level playing field fr ⚖️ fairness advocate queen stands on justice 🙏💯 makes it right,She stands up for fairness.,She stands up for fairness.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she always fighting for important causes fr 🔥 uses her platform for good, real advocate 🙏💯 leader",She champions important causes.,She champions important causes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she always fighting for what's right fr 💯 strong sense of justice, ain't standing for unfair shi 🙏",She has a strong sense of justice.,She has a strong sense of justice.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always finds a creative angle fr ✨🎨 innovative queen thinks differently 🙏 fresh ideas always,She always has a creative approach.,She always has a creative approach.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always finds something kind to say ✨💖 kind word queen spreads positivity fr 🙏 sweet soul,She always has a kind word.,She always has a kind word.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always gets the window seat her booking speed is cracked,She always gets the window seat.,She always gets the window seat.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she always goes above & beyond frfr ✨ consistently exceeds expectations, overachiever queen 🙏💯 raising the bar",She consistently exceeds expectations.,She consistently exceeds expectations.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she always got some cool unique gadget/accessory ✨💎 interesting item queen fr, where she find this shi?? 🙏 intriguing finds",She always has a unique item.,She always has a unique item.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always got that poised regal vibe fr ✨👑 composed queen carries herself well 🙏 elegant energy,She always looks poised.,She always looks poised.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always got ur back fr ✨💖 supportive queen lifts u up 🙏 #1 fan energy,She is supportive.,She is supportive.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always has emergency snacks in her bag bestie prepared queen,She always carries snacks in her bag for emergencies.,She always carries snacks in her bag for emergencies.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always has the answer first cracked response time,She always has the answer before anyone else.,She always has the answer before anyone else.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always has the perfect fit for every occasion her wardrobe is cracked,She always has the perfect outfit for any occasion.,She always has the perfect outfit for any occasion.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always has the right playlist for the moment her music taste is goated,She always has the right playlist for the moment.,She always has the right playlist for the moment.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always has the tea before anyone else ngl,She always knows what's going on before everyone else.,She always knows what's going on before everyone else.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always hype to help out fr ✨💖 enthusiastic helper queen brings positive energy 🙏 loves contributing,She always offers help enthusiastically.,She always offers help enthusiastically.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always hypes u up fr ✨💖 supportive queen is ur personal cheerleader 🙏 lifts spirits,She is supportive.,She is supportive.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she always hyping ppl up fr ✨💖 consistent encouragement queen, keeps spirits high 🙏 cheerleader energy",She provides consistent encouragement.,She provides consistent encouragement.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she always know what's goin on in the world 🌍📰 informed queen fr, keeps up w the news 🙏 sharp mind sharp",She stays informed about current events.,She stays informed about current events.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always knows the best shortcuts through the city her navigation is cracked,She always knows the best shortcuts through the city.,She always knows the best shortcuts through the city.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always knows what to say in hard situations her emotional rizz is unmatched,She always knows exactly what to say in difficult situations.,She always knows exactly what to say in difficult situations.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always knows when something's off her emotional awareness is cracked bestie fr,She always knows when something is bothering me.,She always knows when something is bothering me.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always leaves the nicest comments on everyone's posts green flag bestie behavior,She always leaves the nicest comments on people's posts.,She always leaves the nicest comments on people's posts.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always look neat & tidy fr ✨💅 well-groomed queen pays attention to details 🙏 polished presentation,She always looks well-groomed.,She always looks well-groomed.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always looks effortlessly fire her fit game is cracked,She always looks effortlessly stylish.,She always looks effortlessly stylish.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always makin cool shi fr ✨🎨 creative project queen got endless ideas 🙏 maker energy,She always has a creative project going.,She always has a creative project going.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always picks the best movie seats her seat selection is goated,She always picks the best seats at the movies.,She always picks the best seats at the movies.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always picks the best restaurants her food taste is goated fr,She always picks the best restaurants.,She always picks the best restaurants.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always picks the fastest checkout line the instinct is goated,She always picks the fastest checkout line.,She always picks the fastest checkout line.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always picks the movie and it's always fire her taste is goated,She always picks the movie and it's always great.,She always picks the movie and it's always great.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always puts other girls down she's such a pick me,She always puts down other women to seem different.,She always puts down other women to seem different.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always ready w a clever clapback fr ✨💅 witty queen got sharp comebacks 🙏 quick mind,She always has a clever retort.,She always has a clever retort.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always replies with thoughtful messages her texting energy is goated,She always replies with thoughtful messages.,She always replies with thoughtful messages.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she always rootin for the underdog fr ❤️ stands up for those who need it, real hero shi 🙏",She fights for the underdog.,She fights for the underdog.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always shows up first to set up goated friend behavior,She always shows up first to set up for events.,She always shows up first to set up for events.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she always shows up with the best snacks bestie of the year fr,She always shows up with the best snacks.,She always shows up with the best snacks.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she always standin on business fr 💯 ain't afraid to speak her mind, real talk 🗣️",She stands up for what she believes in.,She stands up for what she believes in.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she always stands up for those who can't 🙏 defends the vulnerable, protector energy ✨❤️ guardian angel",She defends the vulnerable.,She defends the vulnerable.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always thinkin of others fr ✨💖 thoughtful queen got big heart 🙏 considerate energy,She is very thoughtful.,She is very thoughtful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always thinks bout how others feel fr ✨ kind soul queen shows consideration 🙏 empathy on high,She is considerate.,She is considerate.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always thinks bout others feelings fr ✨ considerate queen got empathy on lock 🙏 kind human,She is considerate.,She is considerate.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always thinks bout others' feelings heavy fr ✨💖 thoughtful queen got high EQ 🙏 considerate nature,She's very thoughtful.,She's very thoughtful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always volunteering her time fr ✨ helping queen gives back 🙏 good deeds,She volunteers often.,She volunteers often.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always volunteering somewhere fr ✨ queen dedicates time helping others 🙏 good soul energy,She volunteers frequently.,She volunteers frequently.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she always waters her plants on time the plant parent energy is based,She always remembers to water her plants.,She always remembers to water her plants.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she analyzed his text for an hour before replying the overthinking is real,She analyzed his text for an hour before responding.,She analyzed his text for an hour before responding.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she announced she doesn't wear makeup to seem low maintenance pick me fr,She loudly announced she doesn't wear makeup to seem low-maintenance.,She loudly announced she doesn't wear makeup to seem low-maintenance.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she answered perfectly under pressure plus infinite aura,She gave a perfect answer under pressure.,She gave a perfect answer under pressure.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she apologized and brought cookies the next day green flag redemption arc,She apologized and brought cookies the next day.,She apologized and brought cookies the next day.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she applied for a job with zero qualifications delulu energy,She applied for a job she has zero qualifications for.,She applied for a job she has zero qualifications for.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she arrives EARLY early fr ✨⏰ punctual queen never keeps u waiting 🙏 reliable af,She is always punctual.,She is always punctual.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she arrives early or exactly on time ALWAYS ✨⏰ punctual queen respects the clock 🙏 reliable af,She's always punctual.,She's always punctual.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she asked a question that extended class 20 mins the whole class is salty ngl,She asked a question that extended the class by twenty minutes.,She asked a question that extended the class by twenty minutes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she asks questions that extend class every time we're all suffering ngl,She always asks questions that extend the class.,She always asks questions that extend the class.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she ate an entire cake at 2am that's unhinged behavior,She ate an entire cake by herself at 2 AM.,She ate an entire cake by herself at 2 AM.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she ate that Q&A up every single question demolished,She nailed every single question in the Q&A.,She nailed every single question in the Q&A.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she ate that situation UP 💅 handled it like a boss queen fr, maximum slayage achieved ✨👑",She handled that situation very professionally.,She handled that situation very professionally.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she ate that talent show up and left no crumbs,She performed flawlessly at the talent show.,She performed flawlessly at the talent show.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she automated her whole workflow now she just vibes cracked at efficiency,She automated her entire workflow.,She automated her entire workflow.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she baked bread during the power outage survival skills cracked,She baked bread during the power outage.,She baked bread during the power outage.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she bakes bread from scratch every weekend sigma baker behavior,She bakes bread from scratch every weekend.,She bakes bread from scratch every weekend.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she balanced everything without complaining the multitasking is goated,She balanced everything perfectly without complaining.,She balanced everything perfectly without complaining.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she beat the final boss first try she's built different at this game,She beat the final boss on her first try.,She beat the final boss on her first try.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she believes in u even when u dont fr ✨💖 unwavering belief queen is ur #1 fan 🙏 powerful support,She provides unwavering belief.,She provides unwavering belief.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she binged the whole show and has so many thoughts the lore discussion is about to be deep,She binge-watched the entire show and has thoughts.,She binge-watched the entire show and has thoughts.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she bought a one way ticket somewhere random that's unhinged,She bought a one-way ticket to a country she knows nothing about.,She bought a one-way ticket to a country she knows nothing about.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she bought tickets in 3 cities for the same artist she's down bad,She bought concert tickets in three different cities for the same artist.,She bought concert tickets in three different cities for the same artist.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she bounces back from ANYTHING ✨💪 resilient queen fr, built different 🙏 inspirational tbh",She is incredibly resilient.,She is incredibly resilient.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she breakin stigma fr 🙏 advocates hard for mental health awareness, important work queen ✨💚",She advocates for mental health awareness.,She advocates for mental health awareness.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she breaks down complex problems like a pro ✨⚙️ systematic queen finds logical solutions 🙏 organized mind,She handles complex problems systematically.,She handles complex problems systematically.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she breaks it down logically fr ✨🧠 reasoning queen makes sense of shi 🙏 smart approach,She provides logical reasoning.,She provides logical reasoning.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she brings consistent A-game everyday fr ✨ reliable performer queen gets shi done 🙏 dependable af,She works consistently.,She works consistently.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she brings consistent effort everyday fr ✨ reliable queen always delivers 🙏 steady performance,She works consistently.,She works consistently.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she brings energy to everything she does her vibes are immaculate fr,She always brings energy to everything she does.,She always brings energy to everything she does.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she brought a blanket to the outdoor event and everyone was jealous based preparation,She brought a blanket to an outdoor event and everyone was jealous.,She brought a blanket to an outdoor event and everyone was jealous.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she brought exactly what we needed she understood the assignment,She brought exactly what we needed without being asked.,She brought exactly what we needed without being asked.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she brought snacks for everyone without being asked green flag bestie energy,She remembered to bring snacks for everyone.,She remembered to bring snacks for everyone.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she built for leadership fr ✨👑 handles the responsibilities like a boss queen 🙏 natural leader,She handles leadership responsibilities well.,She handles leadership responsibilities well.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she built the ikea furniture with no instructions she's cracked at this,She put together the IKEA furniture with no instructions.,She put together the IKEA furniture with no instructions.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she called a stranger bestie after talking for 2 minutes 💀,She called a stranger her best friend after a two-minute conversation.,She called a stranger her best friend after a two-minute conversation.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she called in sick and got caught in 4k at the beach 💀,She was caught lying about being sick when someone posted photos of her at the beach.,She was caught lying about being sick when someone posted photos of her at the beach.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she called out the company's misleading ads based move,She called out the company for their misleading advertising.,She called out the company for their misleading advertising.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she called the barista bestie after they got her order perfect,She jokingly called the barista her best friend.,She jokingly called the barista her best friend.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she can make anything work fr ✨🛠️ resourceful queen finds solutions outta nowhere 🙏 ingenuity,She is resourceful.,She is resourceful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she can make anything work w nothing fr ✨ resourceful queen finds a way always 🙏 MacGyver energy,She's always resourceful.,She's always resourceful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she can make it work ANYWHERE ✨ resourceful AND adaptable queen, survivor energy fr 💯🔥",She is incredibly resourceful and adaptable.,She is incredibly resourceful and adaptable.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she can make shi happen outta nowhere fr ✨ resourceful queen finds a way always 🙏 ingenious,She's very resourceful.,She's very resourceful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she can make sum outta nothing frfr ✨ resourceful queen, always finds a way 🙏💯",She is very resourceful.,She is very resourceful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she can name every country and capital her geography knowledge is cracked,She can name every country and its capital.,She can name every country and its capital.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she can't stop referencing memes irl the brainrot is terminal,She can't stop referencing internet memes in normal conversation.,She can't stop referencing internet memes in normal conversation.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she cancelled everything to lock in on her application fr,She cancelled all plans to finish her application.,She cancelled all plans to finish her application.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she cancelled the date last minute with no explanation L,She cancelled the date last minute with no explanation.,She cancelled the date last minute with no explanation.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she casually dropped her gpa in an unrelated convo humble flex,She casually mentioned her GPA in an unrelated conversation.,She casually mentioned her GPA in an unrelated conversation.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she casually dropped that she got into an ivy league humble flex,She casually mentioned she got into an Ivy League school.,She casually mentioned she got into an Ivy League school.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she caught the bouquet at the wedding W or pressure depending on perspective,She caught the bouquet at the wedding.,She caught the bouquet at the wedding.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she cc's unnecessary people on emails that's a workplace ick,She always cc's unnecessary people on emails.,She always cc's unnecessary people on emails.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she changed her story 3 times that's sus af,She switched her story three times during the conversation.,She switched her story three times during the conversation.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she checks his spotify activity to know his mood she's down catastrophically,She checks his Spotify activity to see what mood he's in.,She checks his Spotify activity to see what mood he's in.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she chews with her mouth open biggest ick fr,The way she chews with her mouth open is repulsive.,The way she chews with her mouth open is repulsive.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she cited 47 sources in her essay she went crazy locked in fr,She cited 47 sources in her essay.,She cited 47 sources in her essay.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she clapped at the wrong time during the presentation npc moment,She clapped at the wrong time during the presentation.,She clapped at the wrong time during the presentation.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she clapped when the plane landed the ick was instantaneous,She claps when the plane lands and it really bothered me.,She claps when the plane lands and it really bothered me.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she closed her laptop real quick when i walked by that's sus,She closed her laptop quickly when I walked by.,She closed her laptop quickly when I walked by.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she collects friends like pokemon fr ✨🤝 social butterfly queen, instantly vibes w everyone 🙏💖",She makes friends everywhere she goes.,She makes friends everywhere she goes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she color codes her whole calendar sigma organizational behavior,She color-codes her entire calendar.,She color-codes her entire calendar.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she communicates when something's wrong green flag queen,She actually communicates when something is bothering her.,She actually communicates when something is bothering her.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she confused the exam date and missed it it's joever 💀,She missed the exam because she confused the date.,She missed the exam because she confused the date.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she constantly leveling up her skills fr ✨🧠 perpetual student queen always growin 🙏 admire the drive,She's always learning new skills.,She's always learning new skills.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she constantly leveling up herself fr ✨ queen dedicated to self-improvement journey 🙏 always growing,She's always improving herself.,She's always improving herself.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she constantly upgrading herself fr ✨ queen dedicated to evolution & growth 🙏 never stagnant energy,She's always evolving.,She's always evolving.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she cooked for the whole group the food was bussin bestie of the year,She cooked dinner for the whole friend group.,She cooked dinner for the whole friend group.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she cookin up a new project ✨ cooking something fire maybe? 👀,She's working on a new project.,She's working on a new project.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she corrected the misinformation even though it was unpopular based fr,She publicly corrected misinformation even though it was unpopular.,She publicly corrected misinformation even though it was unpopular.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she corrected the prof and was right plus 1000 aura,She corrected the professor and she was right.,She corrected the professor and she was right.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she could charm a snake fr ✨🐍 skilled diplomat queen, smooth talker 🙏 gets ppl to agree",She is skilled in diplomacy.,She is skilled in diplomacy.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"she could negotiate world peace fr ✨🤝 excellent negotiation skills, always gets the W 🙏 master strategist",She has excellent negotiation skills.,She has excellent negotiation skills.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she could roll outta bed & look flawless istg ✨💅 put-together queen always looks neat 🙏 how tho?!,She always looks put-together.,She always looks put-together.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she crashed out and blocked literally everyone after one argument,She blocked everyone on social media after the argument.,She blocked everyone on social media after the argument.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she crashed out and deleted all her socials in a rage,She deleted all her social media in a moment of anger.,She deleted all her social media in a moment of anger.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she crashed out and quit her job over something so minor,She quit her job over a minor disagreement.,She quit her job over a minor disagreement.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she crashed out over a parking spot confronting a whole stranger,She confronted a stranger over a parking spot.,She confronted a stranger over a parking spot.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she crashed out so hard after the breakup and double texted her ex at 3am,She made a terrible decision after the breakup and texted her ex at 3 AM.,She made a terrible decision after the breakup and texted her ex at 3 AM.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she crashed out so hard she went through 3 hair colors in a week 💀,After the rejection she dyed her hair three different colors in one week.,After the rejection she dyed her hair three different colors in one week.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"she create good vibes & community everywhere ✨ connector queen, brings ppl together 🙏💖 builder",She builds community wherever she goes.,She builds community wherever she goes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
she cut off toxic people and is living her best life honestly,She cut off toxic friends and has never been happier.,She cut off toxic friends and has never been happier.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she danced like nobody was watching main character energy fr,She danced like nobody was watching.,She danced like nobody was watching.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
she deactivates every month then comes back the cycle is giving unhinged,She deactivates her account every month then comes back.,She deactivates her account every month then comes back.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
