input_text,target_text,task_type,source,quality_label,reason,raw_input,raw_target
i just realized the assignment was due yesterday it's joever,I just realized the assignment was due yesterday.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,i just realized the assignment was due yesterday it's joever,I just realized the assignment was due yesterday.
this version mogs the old one it's not even close,This version is clearly superior to the old one.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,this version mogs the old one it's not even close,This version is clearly superior to the old one.
crashed out and stress ate until 5am after the worst day fr,I stayed up until 5 AM stress-eating after a bad day.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,crashed out and stress ate until 5am after the worst day fr,I stayed up until 5 AM stress-eating after a bad day.
"Yo, did you peep that new flick everyone's hyped about?","Hey, did you see that new movie everyone's talking about?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, did you peep that new flick everyone's hyped about?","Hey, did you see that new movie everyone's talking about?"
she taught her grandparents tech based patient queen,She taught her grandparents how to use technology.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she taught her grandparents tech based patient queen,She taught her grandparents how to use technology.
I'm mad hyped you pulled up to the party yesterday!,I'm really happy that you came to the party yesterday.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm mad hyped you pulled up to the party yesterday!,I'm really happy that you came to the party yesterday.
his clapback shut the bully down in one sentence,He shut down the bully with one sentence.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,his clapback shut the bully down in one sentence,He shut down the bully with one sentence.
"I'm just tryna wrap up my homework before dinner, no cap.",I'm just trying to finish my homework before dinner.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm just tryna wrap up my homework before dinner, no cap.",I'm just trying to finish my homework before dinner.
i'm the best at this periodt,I'm the best at this and that's that.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,i'm the best at this periodt,I'm the best at this and that's that.
"Yo, did you peep the new flick that dropped?","Hey, did you see the new movie that just came out?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, did you peep the new flick that dropped?","Hey, did you see the new movie that just came out?"
"I'm dead tired, lowkey just gonna chill at home today.","I'm really tired, I think I'll just stay home and relax today.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm dead tired, lowkey just gonna chill at home today.","I'm really tired, I think I'll just stay home and relax today."
"Just vibin' at home, Netflix and chillin'.","I'm just chillin' at home, watching some TV.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Just vibin' at home, Netflix and chillin'.","I'm just chillin' at home, watching some TV."
she said she was studying but snap map caught her in 4k at the mall,She said she was studying but her Snapchat location showed her at the mall.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she said she was studying but snap map caught her in 4k at the mall,She said she was studying but her Snapchat location showed her at the mall.
I'm just chillin' at home and binge-watching some fresh new series.,I'm just casually relaxing at home and binge-watching a new show.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm just chillin' at home and binge-watching some fresh new series.,I'm just casually relaxing at home and binge-watching a new show.
"Yo, can you peep my homework real quick?","Hey, can you help me with my homework?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, can you peep my homework real quick?","Hey, can you help me with my homework?"
her overnight oats are bussin genuinely slaps every time,She made the best overnight oats I've ever had.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,her overnight oats are bussin genuinely slaps every time,She made the best overnight oats I've ever had.
the fact that art history managed to be this underwhelming is genuinely an achievement in mediocrity on god,"It bears mentioning that the art history professor is boring. The effort seemed clearly insufficient, which really says a lot about the effort involved.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,the fact that art history managed to be this underwhelming is genuinely an achievement in mediocrity on god,"It bears mentioning that the art history professor is boring. The effort seemed clearly insufficient, which really says a lot about the effort involved."
she unfollowed everyone who doesn't follow back that's lowkey salty behavior,She unfollowed everyone who doesn't follow her back.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she unfollowed everyone who doesn't follow back that's lowkey salty behavior,She unfollowed everyone who doesn't follow her back.
"I'm hella drained after grinding all day, fr.",I'm really tired after such a long day at work.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm hella drained after grinding all day, fr.",I'm really tired after such a long day at work.
she unlocked every achievement she's cracked at this game,She unlocked every achievement in the game.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she unlocked every achievement she's cracked at this game,She unlocked every achievement in the game.
"I'm totally wiped after a long day at work, fr.",I'm really exhausted after a long day at work.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm totally wiped after a long day at work, fr.",I'm really exhausted after a long day at work.
"I'm totally exhausted today, gonna just chill at my place.","I'm really tired today, I think I'll just relax at home.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm totally exhausted today, gonna just chill at my place.","I'm really tired today, I think I'll just relax at home."
she love bombed him in week one that's a red flag,She love-bombed him in the first week.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she love bombed him in week one that's a red flag,She love-bombed him in the first week.
"Yo, wanna dip for some coffee after class?","Hey, do you want to go grab some coffee after school?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, wanna dip for some coffee after class?","Hey, do you want to go grab some coffee after school?"
"Yo, just knocked out my homework, now I'm chillin' ✌️.","Hey, I just finished my homework and I'm ready to relax.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, just knocked out my homework, now I'm chillin' ✌️.","Hey, I just finished my homework and I'm ready to relax."
he submitted 1 minute before the deadline clutch W honestly,He submitted the assignment one minute before the deadline.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he submitted 1 minute before the deadline clutch W honestly,He submitted the assignment one minute before the deadline.
he made a 5 course meal for their anniversary he cooked fr,He made a five-course meal for their first anniversary.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he made a 5 course meal for their anniversary he cooked fr,He made a five-course meal for their first anniversary.
he always tips generously green flag king fr,He always leaves a generous tip.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he always tips generously green flag king fr,He always leaves a generous tip.
I'm mad tired today 'cause I lowkey stayed up all night.,I'm just really tired today because I stayed up late last night.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm mad tired today 'cause I lowkey stayed up all night.,I'm just really tired today because I stayed up late last night.
i heard some tea about those two ngl,I heard some really interesting gossip about those two.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,i heard some tea about those two ngl,I heard some really interesting gossip about those two.
she clapped when the plane landed the ick was instantaneous,She claps when the plane lands and it really bothered me.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she clapped when the plane landed the ick was instantaneous,She claps when the plane lands and it really bothered me.
"I'm finna get some coffee with my homie later, fr.",I'm going to grab some coffee later with a friend.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm finna get some coffee with my homie later, fr.",I'm going to grab some coffee later with a friend.
"I'm just vibing at home after a long day, no cap.",I'm just chillin' at home after a long day.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm just vibing at home after a long day, no cap.",I'm just chillin' at home after a long day.
i have receipts proving he said that 📸,I have screenshots that prove he said that.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,i have receipts proving he said that 📸,I have screenshots that prove he said that.
this fried chicken is bussin fr who made this,This fried chicken is incredibly delicious.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,this fried chicken is bussin fr who made this,This fried chicken is incredibly delicious.
I'm dead tired today 'cause I pull an all-nighter last night.,I'm really tired today after staying up late last night.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm dead tired today 'cause I pull an all-nighter last night.,I'm really tired today after staying up late last night.
"I'm totally drained today, need to catch some Z's.","I'm really tired today, I think I need some rest.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm totally drained today, need to catch some Z's.","I'm really tired today, I think I need some rest."
my boss's look during the meeting is living rent free 💀,The look my boss gave me during the meeting won't leave my mind.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,my boss's look during the meeting is living rent free 💀,The look my boss gave me during the meeting won't leave my mind.
I'm just vibing with my friends at the park.,I'm just hanging out with friends at the park.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm just vibing with my friends at the park.,I'm just hanging out with friends at the park.
she found the best hole in the wall restaurant iykyk the food slapped,She found the best hole-in-the-wall restaurant.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she found the best hole in the wall restaurant iykyk the food slapped,She found the best hole-in-the-wall restaurant.
I'm super hyped for the concert tomorrow!,I'm really excited about the concert tomorrow.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm super hyped for the concert tomorrow!,I'm really excited about the concert tomorrow.
the way the barista managed to make this go wrong is almost impressive in how cooked it is 💀 catastrophic fr,It bears mentioning that the barista at Starbucks forgot someone's name mid-conversation and I found myself genuinely disappointed by the result.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,the way the barista managed to make this go wrong is almost impressive in how cooked it is 💀 catastrophic fr,It bears mentioning that the barista at Starbucks forgot someone's name mid-conversation and I found myself genuinely disappointed by the result.
I'm死ass drained today and just wanna stay in bed all day lol,I'm just really tired today and feel like staying in bed all day.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm死ass drained today and just wanna stay in bed all day lol,I'm just really tired today and feel like staying in bed all day.
"I'm just gonna chill and binge some shows today, no cap.",I'm just going to relax and watch some shows today.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm just gonna chill and binge some shows today, no cap.",I'm just going to relax and watch some shows today.
"Yo, you down to vibe at the mall today?","Hey, do you want to hang out at the mall today?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, you down to vibe at the mall today?","Hey, do you want to hang out at the mall today?"
"i need everyone to understand that i just did something genuinely legendary, the grind paid off on god",It genuinely impressed me that i was at the dentist when I got a perfect score notification — it left quite an impression on me.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"i need everyone to understand that i just did something genuinely legendary, the grind paid off on god",It genuinely impressed me that i was at the dentist when I got a perfect score notification — it left quite an impression on me.
he yeeted the ball across the entire field,He threw the ball as hard as he could across the field.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he yeeted the ball across the entire field,He threw the ball as hard as he could across the field.
he helped without being asked and didn't want credit sigma kindness,He helped without being asked and didn't want credit.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he helped without being asked and didn't want credit sigma kindness,He helped without being asked and didn't want credit.
her emails are the clearest in the company communication is cracked,She writes the clearest emails in the company.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,her emails are the clearest in the company communication is cracked,She writes the clearest emails in the company.
the cafeteria ran out of everything good by the time i got there L,The cafeteria ran out of everything good.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,the cafeteria ran out of everything good by the time i got there L,The cafeteria ran out of everything good.
"I'm mad drained today, gonna chill at home and vibe.","I'm really tired today, I think I'll stay home and relax.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm mad drained today, gonna chill at home and vibe.","I'm really tired today, I think I'll stay home and relax."
he tripped going up to present minus 1000 aura 💀,He tripped walking up to present and lost all credibility.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he tripped going up to present minus 1000 aura 💀,He tripped walking up to present and lost all credibility.
"Yo, that new song you sent is fire, I'm obsessed!","Wow, I really like that new song you recommended.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, that new song you sent is fire, I'm obsessed!","Wow, I really like that new song you recommended."
I'm dead tired today and just wanna chill out.,I'm feeling really tired today and just want to relax.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm dead tired today and just wanna chill out.,I'm feeling really tired today and just want to relax.
bet i'll be there at 7,"Sure, I'll meet you there at 7.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,bet i'll be there at 7,"Sure, I'll meet you there at 7."
he whistles perfectly in tune random skill but cracked ngl,He whistles perfectly in tune.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he whistles perfectly in tune random skill but cracked ngl,He whistles perfectly in tune.
i haven't started the assignment due tmr i'm actually so cooked,I haven't started the assignment that's due tomorrow.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,i haven't started the assignment due tmr i'm actually so cooked,I haven't started the assignment that's due tomorrow.
she doesn't need validation from anyone sigma queen behavior,She doesn't need validation from anyone.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she doesn't need validation from anyone sigma queen behavior,She doesn't need validation from anyone.
he returned a wallet with all the money inside based human being,He returned a wallet with all the money inside.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he returned a wallet with all the money inside based human being,He returned a wallet with all the money inside.
this instant noodle flavor lowkey slaps,This instant noodle flavor is surprisingly good.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,this instant noodle flavor lowkey slaps,This instant noodle flavor is surprisingly good.
"I'm deadass exhausted today, need that caffeine boost real quick.","I'm feeling really tired today, I think I need some coffee.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm deadass exhausted today, need that caffeine boost real quick.","I'm feeling really tired today, I think I need some coffee."
she never follows recipes and it always slaps she's cracked at improvising,She never follows the recipe and it always works.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she never follows recipes and it always slaps she's cracked at improvising,She never follows the recipe and it always works.
"You're sleeping on this new album, it's so good.","You're seriously underestimating this new album, it's so good.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"You're sleeping on this new album, it's so good.","You're seriously underestimating this new album, it's so good."
he sends voice notes instead of texts that's a beige flag ngl,He leaves voice notes instead of texting.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he sends voice notes instead of texts that's a beige flag ngl,He leaves voice notes instead of texting.
he remembered my allergies without me saying anything green flag attention to detail,He remembered my allergies without me mentioning them.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he remembered my allergies without me saying anything green flag attention to detail,He remembered my allergies without me mentioning them.
"I'm just finna take a stroll in the park to clear my mind, fr fr.",I'm just going to go for a walk in the park to clear my head.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm just finna take a stroll in the park to clear my mind, fr fr.",I'm just going to go for a walk in the park to clear my head.
she takes exactly 24 hours to reply every time beige flag ngl,She takes exactly 24 hours to respond to every text.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she takes exactly 24 hours to reply every time beige flag ngl,She takes exactly 24 hours to respond to every text.
I'm deadass exhausted today 'cause I woke up mad early.,I'm really tired today because I woke up early.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm deadass exhausted today 'cause I woke up mad early.,I'm really tired today because I woke up early.
they met online and the chemistry was instant W,They met online and had instant chemistry.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,they met online and the chemistry was instant W,They met online and had instant chemistry.
she realized the email went to the entire company it's joever for her,She realized the email went to the entire company.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she realized the email went to the entire company it's joever for her,She realized the email went to the entire company.
"Yo, wanna vibe tonight?","Hey, do you want to hang out tonight?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, wanna vibe tonight?","Hey, do you want to hang out tonight?"
"I'm straight-up drained after a wild day, no cap.",I'm just really tired after a busy day.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm straight-up drained after a wild day, no cap.",I'm just really tired after a busy day.
no cap this is the best one i'm being dead serious,I'm being completely honest when I say this is the best one.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,no cap this is the best one i'm being dead serious,I'm being completely honest when I say this is the best one.
I'm dead tired 'cause I was up all night scrolling.,I'm really tired because I stayed up too late last night.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm dead tired 'cause I was up all night scrolling.,I'm really tired because I stayed up too late last night.
I'm totally drained 'cause I pulled an all-nighter.,I'm just really tired today after staying up all night.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm totally drained 'cause I pulled an all-nighter.,I'm just really tired today after staying up all night.
"I'm dead tired today, but I still gotta grind on my homework.","I'm really tired today, but I still need to finish my homework.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm dead tired today, but I still gotta grind on my homework.","I'm really tired today, but I still need to finish my homework."
"Yo, wanna hit up lunch after classes?","Hey, do you want to grab lunch after school?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, wanna hit up lunch after classes?","Hey, do you want to grab lunch after school?"
i lowkey enjoy reality tv ngl,I secretly enjoy reality television shows.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,i lowkey enjoy reality tv ngl,I secretly enjoy reality television shows.
he screen shared during a private convo big yikes for him,He accidentally shared his screen during a private conversation.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he screen shared during a private convo big yikes for him,He accidentally shared his screen during a private conversation.
I'm about to snag some coffee before I dip to work.,I'm going to grab some coffee before I head to work.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm about to snag some coffee before I dip to work.,I'm going to grab some coffee before I head to work.
"That tweet got ratio'd so bad, more people replied than liked it.","That tweet got received far more criticism than support'd so bad, more people replied than liked it.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"That tweet got ratio'd so bad, more people replied than liked it.","That tweet got received far more criticism than support'd so bad, more people replied than liked it."
I'm mad chillin' today 'cause I'm hella drained and just wanna kick back.,I'm just really tired today and need to relax.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm mad chillin' today 'cause I'm hella drained and just wanna kick back.,I'm just really tired today and need to relax.
he speaks 3 languages fluently his language skills are cracked,He speaks three languages fluently.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he speaks 3 languages fluently his language skills are cracked,He speaks three languages fluently.
security line was 2 hours long we're cooked might miss the flight,The airport security line was two hours long.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,security line was 2 hours long we're cooked might miss the flight,The airport security line was two hours long.
Her clapback to that troll was savage.,Her a sharp witty response to that troll was savage.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,Her clapback to that troll was savage.,Her a sharp witty response to that troll was savage.
she matched the theme perfectly at the party she understood the assignment,She matched the theme perfectly at the costume party.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she matched the theme perfectly at the party she understood the assignment,She matched the theme perfectly at the costume party.
he moved to a beach town and surfs every morning living his best life,He moved to a beach town and surfs every morning.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he moved to a beach town and surfs every morning living his best life,He moved to a beach town and surfs every morning.
I'm gonna slide to the mall to chill with my peeps.,I'm heading to the mall to hang out with my friends.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm gonna slide to the mall to chill with my peeps.,I'm heading to the mall to hang out with my friends.
"I'm hyped to chill with my crew this weekend, fr fr!",I'm really excited about hanging out with my friends this weekend.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm hyped to chill with my crew this weekend, fr fr!",I'm really excited about hanging out with my friends this weekend.
"Yo, justwrapped my homework and I'm totally down to kick it with the squad.","Hey, I just finished my homework and I'm ready to hang out with friends.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, justwrapped my homework and I'm totally down to kick it with the squad.","Hey, I just finished my homework and I'm ready to hang out with friends."
the team hasn't won all season they're taking Ls every week,The team hasn't won a game all season.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,the team hasn't won all season they're taking Ls every week,The team hasn't won a game all season.
"Just wrapped up my homework, and I'm totally drained, no cap.",I just finished my homework and I feel pretty tired.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Just wrapped up my homework, and I'm totally drained, no cap.",I just finished my homework and I feel pretty tired.
I'm just gonna snag some coffee before I bounce to class.,I'm just going to grab some coffee before I head to class.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm just gonna snag some coffee before I bounce to class.,I'm just going to grab some coffee before I head to class.
he has a 3 monitor setup sigma desk energy,He uses three monitors for his setup.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he has a 3 monitor setup sigma desk energy,He uses three monitors for his setup.
he solves a rubiks cube in under a minute the skill is cracked,He can solve a Rubik's cube in under a minute.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he solves a rubiks cube in under a minute the skill is cracked,He can solve a Rubik's cube in under a minute.
I'm super hyped to chill with my squad tonight!,I'm really excited to hang out with my friends tonight.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm super hyped to chill with my squad tonight!,I'm really excited to hang out with my friends tonight.
"I'm totally drained after a long day, just tryna chill and binge some shows.","I'm really tired after a long day, so I just want to relax and watch some TV.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm totally drained after a long day, just tryna chill and binge some shows.","I'm really tired after a long day, so I just want to relax and watch some TV."
i'm grateful for my people they're all goated fr,I'm grateful for the people in my life.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,i'm grateful for my people they're all goated fr,I'm grateful for the people in my life.
I'm just finna chill with my squad for some grub later.,I'm just going to grab some lunch with my friends later.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm just finna chill with my squad for some grub later.,I'm just going to grab some lunch with my friends later.
"Yo, did you peep the new flick last night?","Hey, did you catch the new movie last night?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, did you peep the new flick last night?","Hey, did you catch the new movie last night?"
I'm off to grab some java with my squad ☕🔥,I'm heading out to get some coffee with my friends.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,I'm off to grab some java with my squad ☕🔥,I'm heading out to get some coffee with my friends.
"I'm dead tired today, so imma just chill at home.","I'm really tired today, so I think I'll just rest at home.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"I'm dead tired today, so imma just chill at home.","I'm really tired today, so I think I'll just rest at home."
that review was pure glazing for a mid product,The review was way too positive for such a mediocre product.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,that review was pure glazing for a mid product,The review was way too positive for such a mediocre product.
it snowed the perfect amount pretty but not annoying nature hit the sweet spot W,It snowed just enough to look pretty but not enough to be annoying.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,it snowed the perfect amount pretty but not annoying nature hit the sweet spot W,It snowed just enough to look pretty but not enough to be annoying.
he's a corporate stan defending them no matter what 💀,He defends that company no matter what they do.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,he's a corporate stan defending them no matter what 💀,He defends that company no matter what they do.
bet i trust you on this,"Okay, I trust you to take care of it.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,bet i trust you on this,"Okay, I trust you to take care of it."
"Yo, did u peep the new flick everyone's losing their minds over?","Hey, did you see the new movie everyone's talking about?",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, did u peep the new flick everyone's losing their minds over?","Hey, did you see the new movie everyone's talking about?"
"Yo, I'm mad hyped for the concert this weekend! 🔥","Hey, I'm really excited for the concert this weekend!",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,"Yo, I'm mad hyped for the concert this weekend! 🔥","Hey, I'm really excited for the concert this weekend!"
his reply ratioed the original post 💀,His response got more likes than the original post.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,his reply ratioed the original post 💀,His response got more likes than the original post.
best pizza in the city periodt don't even argue,"This is the best pizza in the city, end of discussion.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,best pizza in the city periodt don't even argue,"This is the best pizza in the city, end of discussion."
they got a bad grade and now they're coping blaming the prof,They rationalized the bad grade by saying the course was poorly taught.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,they got a bad grade and now they're coping blaming the prof,They rationalized the bad grade by saying the course was poorly taught.
tonight's sunset photos are gonna be fire nature is cooking,The sunset photos today are going to be amazing.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,tonight's sunset photos are gonna be fire nature is cooking,The sunset photos today are going to be amazing.
she yeeted that snowball with insane force,She chucked the snowball with surprising force.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,source_excluded_low_keep_rate,she yeeted that snowball with insane force,She chucked the snowball with surprising force.
